area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,1163.0,2.0,1.0,65.0,2,5588.993981083405
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1650.0,3.0,3.0,110.0,3,6666.666666666667
Super built-up  Area,Ready To Move,Kundalahalli Colony,3 BHK,Goourta,1800.0,3.0,3.0,95.0,3,5277.777777777777
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,RatraNa,1100.0,2.0,1.0,58.0,2,5272.727272727273
Super built-up  Area,Ready To Move,Ganga Nagar,3 BHK,PSdenGa,1410.0,3.0,2.0,65.0,3,4609.929078014185
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200.0,2.0,2.0,45.6,2,3800.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BMttaor,1608.0,2.0,3.0,63.0,3,3917.910447761194
Super built-up  Area,Ready To Move,Kasavanhalli,1 BHK,Srire S,770.0,1.0,1.0,43.82,1,5690.909090909091
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3.0,2.0,105.0,3,5907.970696465346
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339.0,2.0,2.0,85.0,2,6348.020911127707
Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,Mawerer,1080.0,2.0,2.0,44.8,2,4148.148148148148
Built-up  Area,Ready To Move,Hulimavu,3 BHK,Srise P,1450.0,3.0,3.0,72.0,3,4965.517241379311
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1163.0,2.0,2.0,62.0,3,5331.04041272571
Built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1299.0,2.0,1.0,100.0,2,7698.229407236336
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,NCs 2rj,2600.0,4.0,3.0,175.0,4,6730.7692307692305
Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1140.0,2.0,1.0,43.32,2,3800.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Goelsn ,1900.0,3.0,3.0,125.0,3,6578.9473684210525
Super built-up  Area,Ready To Move,Electronic City,2 BHK,YCnce R,1110.0,2.0,1.0,39.95,2,3599.0990990990995
Super built-up  Area,18-Jan,Nagavarapalya,1 BHK,PuonsSe,705.0,1.0,1.0,57.0,1,8085.106382978724
Super built-up  Area,Ready To Move,HBR Layout,2 BHK,Visom B,1089.0,2.0,1.0,60.0,2,5509.641873278237
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,1080.0,2.0,2.0,32.0,2,2962.962962962963
Super built-up  Area,18-Feb,Thanisandra,2 BHK,Bhmesy ,1093.0,2.0,1.0,68.1,2,6230.558096980786
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1703.0,3.0,2.0,125.0,3,7339.988256018791
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1200.0,2.0,1.0,60.0,2,5000.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1690.0,3.0,2.0,116.0,3,6863.905325443787
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1305.0,2.0,1.0,78.0,2,5977.0114942528735
Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,2 BHK,Pantsce,1194.0,2.0,0.0,55.0,2,4606.365159128978
Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2225.0,3.0,1.0,149.0,3,6696.6292134831465
Super built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,Oce 1nd,1022.0,2.0,2.0,57.0,2,5577.2994129158515
Built-up  Area,Ready To Move,Narayanapura,2 BHK,Shsom B,1153.0,2.0,2.0,45.0,2,3902.8620988725065
Built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,Suent A,1560.0,3.0,3.0,68.0,3,4358.974358974359
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,BancyRe,1350.0,3.0,2.0,55.0,2,4074.074074074074
Super built-up  Area,Ready To Move,Chandapura,2 BHK,Arhid O,800.0,2.0,1.0,25.0,2,3125.0
Super built-up  Area,20-Dec,Electronic City,4 BHK,KonteiT,2093.0,4.0,1.0,104.0,4,4968.944099378882
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1275.0,2.0,1.0,73.0,2,5725.490196078431
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1215.0,2.0,2.0,43.13,2,3549.794238683128
Super built-up  Area,Ready To Move,Begur Road,3 BHK,MJilayl,1444.0,2.0,2.0,71.5,3,4951.523545706371
Super built-up  Area,Ready To Move,Vikram Nagar,2 BHK,Ranorar,950.0,2.0,2.0,38.0,2,4000.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,Adity T,1231.0,2.0,2.0,50.0,2,4061.7384240454917
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1713.0,3.0,2.0,110.0,3,6421.482778750729
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,DSgam S,1310.0,2.0,0.0,46.0,3,3511.4503816793895
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,790.0,2.0,1.0,49.5,2,6265.822784810127
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,1744.0,3.0,1.0,200.0,3,11467.88990825688
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1250.0,2.0,2.0,82.0,2,6560.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2476.0,3.0,3.0,337.0,3,13610.662358642972
Built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260.0,2.0,2.0,76.0,3,6031.746031746032
Super built-up  Area,18-Aug,Rajaji Nagar,3 BHK,ProdsWe,1615.0,3.0,1.0,175.0,3,10835.913312693498
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025.0,2.0,1.0,53.9,2,5258.536585365854
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1877.0,4.0,2.0,150.0,3,7991.475759190197
Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1649.0,3.0,2.0,150.0,3,9096.422073984233
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418.0,2.0,2.0,105.0,2,7404.795486600846
Built-up  Area,Ready To Move,Sarvabhouma Nagar,2 BHK,BhncyRe,1012.0,2.0,0.0,42.0,2,4150.197628458498
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,VVbhion,1680.0,4.0,3.0,95.0,3,5654.761904761905
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Saesttt,1171.0,2.0,2.0,72.0,2,6148.590947907771
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,1027.0,2.0,1.0,68.62,2,6681.596884128529
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1090.0,2.0,2.0,38.15,2,3500.0
Super built-up  Area,18-Jan,Hennur Road,2 BHK,Puachal,1232.0,2.0,1.0,74.0,2,6006.493506493506
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,27.0,1,5142.857142857143
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,Aharlve,1254.0,2.0,1.0,65.0,3,5183.413078149921
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1593.0,3.0,1.0,118.0,3,7407.407407407408
Super built-up  Area,Ready To Move,ITI Layout,2 BHK,Soarkge,1333.0,2.0,2.0,77.27,2,5796.699174793698
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Lancyey,1375.0,2.0,1.0,54.99,3,3999.2727272727275
Super built-up  Area,Ready To Move,Ardendale,3 BHK,Mahtsba,1650.0,3.0,3.0,82.0,3,4969.69696969697
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430.0,2.0,2.0,51.48,3,3600.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,Pao 3ow,940.0,2.0,1.0,54.0,2,5744.68085106383
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GMown E,435.0,1.0,1.0,21.0,1,4827.586206896552
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160.0,2.0,2.0,36.54,2,3150.0
Super built-up  Area,18-Mar,Electronic City,3 BHK,GMown E,1500.0,2.0,1.0,77.5,3,5166.666666666667
Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1890.0,2.0,1.0,100.0,3,5291.005291005291
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Stndeil,3000.0,4.0,2.0,235.0,3,7833.333333333333
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Soubya ,1459.0,2.0,1.0,95.0,3,6511.3091158327625
Super built-up  Area,21-Mar,Yelahanka,3 BHK,Goues A,1711.0,3.0,3.0,85.61,3,5003.506721215664
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1250.0,2.0,2.0,98.0,2,7840.0
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1,2550.3875968992247
Super built-up  Area,18-Aug,Rajaji Nagar,3 BHK,ProdsWe,1776.0,3.0,1.0,190.0,3,10698.198198198199
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,160.0,3,7722.007722007722
Plot  Area,Ready To Move,Kundalahalli,3 Bedroom,Roima A,1600.0,3.0,2.0,170.0,3,10625.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,920.0,2.0,3.0,39.0,2,4239.130434782609
Super built-up  Area,19-Feb,Chandapura,2 BHK,PavesGr,778.0,2.0,0.0,25.29,2,3250.642673521851
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1631.0,3.0,2.0,80.0,3,4904.9662783568365
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,27.5,1,5238.0952380952385
Built-up  Area,Ready To Move,Jalahalli,3 BHK,Reodsnc,1395.0,3.0,3.0,82.0,3,5878.136200716845
Super built-up  Area,Ready To Move,Devi Nagar,3 BHK,Krtonwe,2000.0,3.0,2.0,105.0,3,5250.0
Super built-up  Area,18-Jul,Hennur Road,2 BHK,Puachal,1232.0,2.0,1.0,66.0,2,5357.142857142857
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,MauilTr,1205.0,2.0,2.0,70.0,2,5809.128630705394
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340.0,5.0,1.0,129.0,4,5512.820512820513
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,Amlisai,1179.0,2.0,1.0,55.0,3,4664.970313825275
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1013.0,2.0,1.0,51.0,2,5034.550839091807
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1160.0,2.0,2.0,40.6,2,3500.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Hiestre,1200.0,2.0,2.0,62.5,2,5208.333333333333
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1069.0,2.0,1.0,55.0,2,5144.9953227315245
Plot  Area,Ready To Move,Kyalasanahalli,3 Bedroom,Ceonyy ,1200.0,3.0,2.0,99.0,3,8250.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Inden O,1065.0,2.0,2.0,55.0,2,5164.319248826291
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,BVeneSe,1395.0,2.0,0.0,75.0,2,5376.344086021505
Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1725.0,2.0,1.0,165.0,3,9565.217391304348
Built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,Naenti ,1007.0,2.0,2.0,43.0,2,4270.109235352532
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645.0,3.0,2.0,117.0,3,7112.462006079028
Super built-up  Area,19-Apr,Mysore Road,2 BHK,Brama P,940.0,2.0,1.0,43.61,2,4639.36170212766
Super built-up  Area,20-Dec,Hebbal,3 BHK,Cehosy ,2850.0,5.0,3.0,343.0,3,12035.087719298246
Super built-up  Area,Ready To Move,Kadabagere,2 BHK,Jahipa ,675.0,1.0,1.0,15.0,2,2222.222222222222
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Chtert ,1390.0,2.0,2.0,95.0,2,6834.53237410072
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1500.0,3.0,2.0,104.0,3,6933.333333333333
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,2047.0,3.0,2.0,136.0,3,6643.869076697606
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1202.0,2.0,1.0,79.0,2,6572.379367720466
Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,Seityen,1012.0,2.0,1.0,59.0,2,5830.0395256917
Super built-up  Area,Ready To Move,Gunjur,3 BHK,Paestol,2132.0,3.0,3.0,80.0,3,3752.34521575985
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1331.0,2.0,1.0,88.0,2,6611.570247933884
Built-up  Area,Ready To Move,Anand Nagar,2 Bedroom,Bebalrk,1800.0,2.0,0.0,300.0,2,16666.666666666668
Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,Rainet ,1280.0,2.0,2.0,49.0,3,3828.125
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1007.0,2.0,1.0,62.0,2,6156.901688182721
Super built-up  Area,18-May,Thanisandra,3 BHK,SLityee,1370.0,2.0,1.0,61.0,3,4452.554744525547
Super built-up  Area,Ready To Move,Kalkere,2 BHK,Sothin ,925.0,2.0,2.0,35.0,2,3783.7837837837837
Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,450.0,1.0,1.0,12.5,1,2777.777777777778
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1341.0,2.0,1.0,95.0,2,7084.265473527218
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,992.0,2.0,1.0,60.0,2,6048.387096774193
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,RaontWa,1163.0,2.0,2.0,68.0,2,5846.947549441101
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ceiti I,1229.0,2.0,2.0,70.0,2,5695.6875508543535
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coomee ,1219.0,2.0,1.0,61.26,2,5025.430680885972
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GRvanun,1525.0,2.0,2.0,99.13,3,6500.327868852459
Super built-up  Area,20-Jun,Kasavanhalli,2 BHK,Esareap,1147.0,2.0,1.0,60.0,2,5231.037489102006
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1412.0,2.0,3.0,88.0,3,6232.294617563739
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,KohraNa,1190.0,2.0,2.0,63.0,2,5294.117647058823
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1352.0,3.0,1.0,65.0,3,4807.692307692308
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330.0,2.0,2.0,39.9,3,3000.0
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1355.0,2.0,1.0,67.0,2,4944.649446494465
Super built-up  Area,18-Nov,Ramamurthy Nagar,2 BHK,Vaharvi,1200.0,2.0,1.0,46.0,2,3833.3333333333335
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1615.0,3.0,2.0,50.87,3,3149.84520123839
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080.0,2.0,1.0,52.0,2,4814.814814814815
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,SuanaNa,1600.0,2.0,1.0,31.0,2,1937.5
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prtor N,1200.0,2.0,0.0,34.0,2,2833.3333333333335
Built-up  Area,Ready To Move,Amruthahalli,3 BHK,Pranai ,1605.0,3.0,2.0,65.0,3,4049.8442367601247
Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,Bhide P,1200.0,2.0,2.0,80.0,2,6666.666666666667
Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1230.0,2.0,2.0,31.37,3,2550.4065040650407
Super built-up  Area,Ready To Move,Devasthanagalu,2 BHK,CMhidal,946.0,2.0,2.0,45.0,2,4756.871035940803
Super built-up  Area,18-May,Sarjapur  Road,3 BHK,PualeSk,1711.0,3.0,1.0,110.0,3,6428.988895382817
Super built-up  Area,18-Aug,Chandapura,2 BHK,SuVue S,950.0,2.0,1.0,25.65,2,2700.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Brlms P,1656.0,3.0,2.0,80.0,3,4830.917874396136
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Ayaya A,1075.0,2.0,1.0,46.76,2,4349.767441860465
Super built-up  Area,Ready To Move,LB Shastri Nagar,1 BHK,Ciisera,665.0,1.0,2.0,32.0,1,4812.0300751879695
Super built-up  Area,18-Mar,Electronics City Phase 1,2 BHK,Shitt S,1145.0,2.0,1.0,54.0,2,4716.157205240174
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1185.0,2.0,2.0,41.0,2,3459.915611814346
Built-up  Area,Ready To Move,Marathahalli,3 BHK,Duals P,1693.0,3.0,2.0,125.0,3,7383.343177790904
Super built-up  Area,Ready To Move,Dollars Layout,3 BHK,Toiasle,2456.0,3.0,3.0,220.0,3,8957.654723127036
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2559.0,3.0,2.0,403.0,3,15748.339194998047
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155.0,2.0,1.0,40.6,2,3515.151515151515
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Thisea ,1200.0,2.0,1.0,42.0,2,3500.0
Super built-up  Area,Ready To Move,Janatha Colony,3 BHK,SGllaav,1439.0,3.0,1.0,57.23,3,3977.067407922168
Built-up  Area,Ready To Move,Yelahanka,2 BHK,Velas V,1315.0,2.0,3.0,75.0,2,5703.42205323194
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Rancy R,1178.0,2.0,3.0,82.0,2,6960.950764006791
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1400.0,2.0,2.0,65.8,3,4700.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1093.0,2.0,2.0,72.0,2,6587.374199451052
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Bhave E,1200.0,2.0,1.0,45.0,2,3750.0
Built-up  Area,15-Dec,1st Block Jayanagar,3 BHK,Bhsic C,1200.0,2.0,0.0,130.0,3,10833.333333333334
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Revane ,1150.0,2.0,2.0,70.0,2,6086.95652173913
Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,1173.0,2.0,1.0,78.2,2,6666.666666666667
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140.0,2.0,1.0,39.0,2,3421.0526315789475
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1717.0,3.0,3.0,120.0,3,6988.934187536401
Built-up  Area,Ready To Move,Hoodi,3 BHK,Macanr ,1370.0,3.0,2.0,67.0,3,4890.510948905109
Super built-up  Area,21-Aug,Electronics City Phase 1,2 BHK,GMownTe,1025.0,2.0,1.0,90.0,2,8780.487804878048
Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1200.0,2.0,1.0,52.0,2,4333.333333333333
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,NRtesnd,1200.0,2.0,1.0,53.5,2,4458.333333333333
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,1740.0,4.0,3.0,130.0,3,7471.264367816092
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232.0,2.0,1.0,88.0,2,7142.857142857143
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Toindls,5924.0,4.0,3.0,625.0,4,10550.303848750844
Super built-up  Area,Ready To Move,Veersandra,2 BHK,Shnto F,1250.0,2.0,1.0,50.0,2,4000.0
Built-up  Area,Ready To Move,Munivenkatppa Layout,2 BHK,SNiew L,1475.0,2.0,2.0,171.0,2,11593.22033898305
Super built-up  Area,Ready To Move,Bommanahalli,4 BHK,Alarke ,2100.0,4.0,2.0,85.0,4,4047.6190476190477
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Gancy P,1067.0,2.0,2.0,52.0,2,4873.477038425492
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Sondaka,1364.0,2.0,2.0,56.0,3,4105.571847507332
Super built-up  Area,Ready To Move,Sathya Layout,3 BHK,NChtsun,1504.0,2.0,2.0,102.0,3,6781.914893617021
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,2365.0,4.0,2.0,175.0,3,7399.577167019028
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1333.0,2.0,1.0,100.0,2,7501.875468867217
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698.0,3.0,2.0,107.0,3,6301.531213191991
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Avlls H,1060.0,2.0,1.0,48.0,2,4528.301886792453
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1310.0,2.0,1.0,66.0,2,5038.167938931298
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Duals P,1693.0,3.0,1.0,125.0,3,7383.343177790904
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1230.0,3.0,3.0,60.0,3,4878.048780487805
Plot  Area,18-Jan,Devanahalli,3 Bedroom,Ozdiaan,1200.0,3.0,1.0,145.0,3,12083.333333333334
Super built-up  Area,18-Apr,Munnekollal,3 BHK,Sadhii ,1385.0,2.0,2.0,66.5,3,4801.444043321299
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Redarav,1066.0,2.0,2.0,52.5,2,4924.953095684803
Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2293.0,3.0,2.0,80.26,3,3500.2180549498476
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Axdam V,1000.0,2.0,1.0,70.65,2,7065.000000000001
Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,MYncysi,907.0,2.0,2.0,38.0,2,4189.636163175303
Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1395.0,2.0,3.0,79.0,3,5663.082437275985
Super built-up  Area,Ready To Move,Kumbena Agrahara,2 BHK,Shont F,1180.0,2.0,2.0,50.0,2,4237.28813559322
Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,MadorSp,1490.0,2.0,1.0,92.0,3,6174.496644295302
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1144.0,2.0,2.0,67.0,2,5856.643356643357
Super built-up  Area,Ready To Move,Hormavu,2 BHK,SLtraks,1143.0,2.0,1.0,53.0,2,4636.920384951881
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,2500.0,3.0,2.0,190.0,3,7600.0
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,75.0,2,6167.763157894737
Super built-up  Area,17-Jun,Nallurhalli,2 BHK,Mauil T,1044.0,2.0,1.0,60.0,2,5747.126436781609
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352.0,3.0,1.0,93.0,2,6878.698224852071
Built-up  Area,Ready To Move,Bellandur,3 BHK,Krala D,1785.0,3.0,2.0,120.0,3,6722.689075630252
Super built-up  Area,18-May,Banashankari Stage V,3 BHK,Naiewre,1650.0,3.0,2.0,51.98,3,3150.3030303030305
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1060.0,2.0,1.0,35.0,2,3301.8867924528304
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1523.0,2.0,2.0,56.0,3,3676.9533814839133
Super built-up  Area,19-Jan,Kanakpura Road,3 BHK,PrityFa,1591.0,3.0,1.0,122.0,3,7668.133249528599
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1640.0,3.0,3.0,84.0,3,5121.951219512195
Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,450.0,1.0,0.0,16.0,1,3555.5555555555557
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Amarere,1305.0,2.0,2.0,60.0,3,4597.701149425287
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Frowsru,1240.0,2.0,3.0,45.0,2,3629.032258064516
Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1180.0,2.0,1.0,128.0,2,10847.457627118643
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845.0,2.0,1.0,33.0,2,3905.3254437869823
Super built-up  Area,Ready To Move,Channasandra,3 BHK,Unm 2El,1310.0,2.0,2.0,45.0,3,3435.114503816794
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,37.0,2,4190.260475651189
Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1390.0,2.0,2.0,70.21,2,5051.079136690647
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,AriosPa,1280.0,2.0,2.0,69.0,3,5390.625
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1614.0,3.0,2.0,95.0,3,5885.9975216852545
Super built-up  Area,19-Apr,Ambalipura,2 BHK,Sisice ,950.0,2.0,1.0,31.95,2,3363.157894736842
Super built-up  Area,Ready To Move,Akshaya Vana,2 BHK,Daganva,1141.0,2.0,1.0,55.0,2,4820.333041191937
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Saisena,1200.0,2.0,2.0,51.0,2,4250.0
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Elayabh,855.0,2.0,1.0,32.0,2,3742.690058479532
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1,2550.3875968992247
Super built-up  Area,Ready To Move,Chandapura,2 BHK,Siissi ,922.0,2.0,1.0,36.0,2,3904.5553145336225
Super built-up  Area,Ready To Move,Nagadevanahalli,3 BHK,Gaenty ,1240.0,2.0,2.0,65.0,3,5241.935483870968
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293.0,2.0,2.0,75.0,2,5800.46403712297
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Cerasy ,1599.0,3.0,2.0,80.0,3,5003.126954346467
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,967.0,2.0,2.0,41.1,2,4250.258531540848
Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,SaMTBai,1885.0,3.0,3.0,90.0,3,4774.535809018567
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050.0,2.0,1.0,63.5,2,6047.619047619048
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PuilaMi,1595.0,3.0,2.0,88.0,3,5517.241379310345
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1350.0,2.0,2.0,102.0,2,7555.555555555556
Built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1204.0,2.0,2.0,45.0,2,3737.5415282392028
